Iteration	Posterior	Likelihood	Prior	sigma
0	746.9661	1029.929	-282.9629	0.5756851
100	396.5459	702.1566	-305.6107	0.5669964
200	310.1301	604.7897	-294.6596	0.630893
300	-14282.98	-13985.48	-297.4942	1086.088
400	354.769	661.5471	-306.7781	0.665885
500	-2010.976	-1743.752	-267.2241	2.966271
600	1346.836	1662.991	-316.1544	0.3328761
700	403.0041	697.1197	-294.1157	0.7095545
800	-2855.104	-2573.764	-281.34	4.323387
900	-666.3362	-390.3174	-276.0188	1.393663
1000	-281.6768	19.47511	-301.1519	1.034869
