Iteration	Posterior	Likelihood	Prior	sigma
0	4052.602	4344.099	-291.497	0.08015974
100	4041.994	4318.413	-276.4188	0.08430329
200	4052.23	4338.119	-285.8887	0.08555167
300	4010.943	4300.479	-289.5365	0.08052884
400	4014.003	4310.469	-296.4658	0.08058871
500	3979.524	4265.292	-285.7683	0.08378688
600	4041.282	4314.131	-272.8486	0.0846129
700	4102.933	4376.14	-273.2063	0.0855444
800	4059.387	4352.749	-293.3619	0.08321024
900	4070.155	4341.409	-271.2549	0.08653989
1000	4108.685	4389.003	-280.3173	0.08298808
