Iteration	Posterior	Likelihood	Prior	sigma
0	3935.8	4215.357	-279.5568	0.08867779
100	3927.21	4196.792	-269.5826	0.09678664
200	3886.43	4164.807	-278.3764	0.0892256
300	3865.229	4159.658	-294.4286	0.08717451
400	3822.214	4101.642	-279.4277	0.09474479
500	3847.099	4136.931	-289.8323	0.08491884
600	3820.32	4092.924	-272.6039	0.08987884
700	3806.429	4087.197	-280.7677	0.09043995
800	3854.748	4123.952	-269.2042	0.09671314
900	3801.61	4080.245	-278.635	0.09611996
1000	3836.067	4119.924	-283.8573	0.08630503
