Iteration	Posterior	Likelihood	Prior	sigma
0	500.7935	779.1098	-278.3163	0.28878
100	-4394.885	-4101.8	-293.0857	8.37715
200	-58993.97	-58698.88	-295.0869	0.05419277
300	1224.595	1506.352	-281.7572	0.2010044
400	-3933.947	-3653.395	-280.552	0.1116982
500	614.3602	892.8984	-278.5382	0.4989161
600	-1719.843	-1417.528	-302.3151	2.291687
700	-632.123	-343.8885	-288.2345	1.355739
800	-32555.09	-32262.36	-292.7293	0.1207711
900	-1948.186	-1639.338	-308.8477	2.337227
1000	-1928.001	-1655.126	-272.8751	0.17142
