Iteration	Posterior	Likelihood	Prior	sigma
0	-5951.053	-5671.664	-279.3886	21.23316
100	-9805.088	-9501.355	-303.7325	116.1762
200	-6264.39	-5974.375	-290.0143	21.4664
300	-1406.34	-1116.028	-290.3125	1.921003
400	-90675.5	-90385.03	-290.4704	0.04038915
500	-3982.339	-3679.506	-302.8332	6.47531
600	-2138.441	-1856.66	-281.7818	2.72091
700	-26654.16	-26380.69	-273.4736	0.08354321
800	-4314.303	-4030.408	-283.8947	2.224964
900	-4657.201	-4377.022	-280.1798	10.58321
1000	-215.355	78.51335	-293.8683	1.040959
