Iteration	Posterior	Likelihood	Prior	sigma
0	4383.094	4661.32	-278.2258	0.07164843
100	4400.583	4669.005	-268.4218	0.07440206
200	4416.436	4685.455	-269.0191	0.07139558
300	4422.838	4696.503	-273.6655	0.07441268
400	4408.604	4686.299	-277.6955	0.06993008
500	4409.381	4694.434	-285.0526	0.06926832
600	4437.905	4714.866	-276.9616	0.0728259
700	4422.394	4691.612	-269.2175	0.07624466
800	4405.582	4676.329	-270.7464	0.07335881
900	4430.097	4704.69	-274.5934	0.07105044
1000	4422.376	4692.065	-269.6887	0.07271116
