Iteration	Posterior	Likelihood	Prior	sigma
0	374.199	667.2538	-293.0548	0.2493641
100	954.9645	1237.67	-282.7058	0.5155474
200	433.7173	729.0037	-295.2864	0.2607947
300	281.276	574.4986	-293.2226	0.1915653
400	747.9906	1018.054	-270.0636	0.6605568
500	-1078.006	-792.233	-285.7734	0.2680951
600	-1092.975	-808.487	-284.4882	0.1420141
700	-1512.376	-1213.211	-299.1657	1.918845
800	205.6504	483.5205	-277.8701	0.7508278
900	-267.5462	15.29009	-282.8363	1.134135
1000	985.1233	1262.92	-277.7969	0.4944456
