Iteration	Posterior	Likelihood	Prior	sigma
0	805.7037	1097.342	-291.6382	0.5148787
100	-8683.215	-8378.514	-304.7017	0.2079811
200	392.9739	688.6291	-295.6552	0.1648897
300	80.15477	345.3306	-265.1758	1.040206
400	-1839.15	-1571.29	-267.8595	2.619495
500	1178.765	1476.327	-297.5623	0.3718629
600	209.6806	487.6676	-277.9869	0.8255958
700	-2282.761	-2018.229	-264.5321	3.259126
800	-2159.688	-1854.481	-305.2077	0.2242626
900	-5888.372	-5582.445	-305.927	17.05124
1000	1190.821	1475.313	-284.4914	0.3440707
