Iteration	Posterior	Likelihood	Prior	sigma
0	2259.16	2567.587	-308.4273	0.1754764
100	2272.467	2555.617	-283.1492	0.2148571
200	2239.164	2523.973	-284.8097	0.1948444
300	2167.731	2444.567	-276.8365	0.2119696
400	2261.31	2546.259	-284.9488	0.2060281
500	2185.181	2470.177	-284.9959	0.1760406
600	2243.766	2544.794	-301.0281	0.1790978
700	1924.018	2206.42	-282.4025	0.2358791
800	2007.665	2314.127	-306.4621	0.1781163
900	2289.016	2573.188	-284.1721	0.166947
1000	1952.179	2251.141	-298.9621	0.2221721
