Iteration	Posterior	Likelihood	Prior	sigma
0	4365.132	4640.891	-275.7593	0.07273629
100	4403.131	4674.618	-271.4873	0.07825311
200	4421.38	4690.976	-269.5959	0.07606474
300	4427.68	4695.107	-267.4264	0.07616787
400	4410.657	4675.053	-264.3957	0.0771293
500	4419.586	4681.015	-261.4292	0.07694172
600	4403.648	4676.625	-272.9764	0.07379972
700	4393.007	4662.799	-269.7925	0.07518436
800	4406.384	4670.792	-264.408	0.07693158
900	4430.766	4695.67	-264.9041	0.07603765
1000	4408.165	4673.819	-265.6546	0.07848862
