Iteration	Posterior	Likelihood	Prior	sigma
0	4336.235	4625.657	-289.4223	0.06920815
100	4321.434	4613.91	-292.4769	0.07151188
200	4339.985	4631.336	-291.3514	0.06983974
300	4360.887	4636.128	-275.2406	0.07135977
400	4320.336	4606.506	-286.1707	0.0720105
500	4314.224	4598.651	-284.4267	0.07175773
600	4348.71	4617.719	-269.0092	0.07916252
700	4350.597	4628.297	-277.6995	0.07300183
800	4340.071	4597.998	-257.9272	0.07798461
900	4339.147	4615.784	-276.6369	0.07477876
1000	4349.071	4619.896	-270.8252	0.07467178
