Iteration	Posterior	Likelihood	Prior	sigma
0	4455.438	4717.703	-262.2652	0.07184278
100	4484.816	4746.702	-261.8859	0.07732021
200	4460.775	4730.167	-269.3913	0.07343245
300	4464.919	4730.495	-265.5769	0.07824463
400	4464.714	4725.777	-261.0629	0.07740004
500	4468.41	4727.288	-258.8774	0.07838784
600	4455.356	4718.941	-263.5847	0.07880722
700	4447.705	4715.974	-268.2687	0.07313573
800	4487.127	4745.719	-258.5922	0.07939671
900	4481.141	4741.406	-260.2651	0.07499602
1000	4506.119	4765.325	-259.2062	0.07801737
