Iteration	Posterior	Likelihood	Prior	sigma
0	2169.756	2578.41	-408.6539	0.106263
100	2110.256	2528.152	-417.8963	0.1018343
200	2196.985	2615.069	-418.0837	0.09548449
300	2079.133	2486.415	-407.2822	0.128172
400	2125.547	2541.229	-415.6817	0.09255462
500	2012.616	2429.322	-416.7059	0.1128378
600	2120.267	2530.881	-410.6135	0.1056575
700	2059.135	2477.446	-418.3113	0.09219241
800	2150.261	2562.428	-412.1671	0.1036936
900	2341.213	2755.3	-414.0868	0.08435072
1000	2176.064	2591.071	-415.0074	0.09277322
