Iteration	Posterior	Likelihood	Prior	sigma
0	3147.671	3565.557	-417.8861	0.0596794
100	3226.133	3636.939	-410.8051	0.06586996
200	3184.105	3596.367	-412.2625	0.06319097
300	3210.895	3622.313	-411.4178	0.06474939
400	3208.963	3614.315	-405.3523	0.06877114
500	3176.808	3587.573	-410.7645	0.06315703
600	3169.17	3585.998	-416.8284	0.06229281
700	3128.485	3537.626	-409.1408	0.06229144
800	3200.664	3617.259	-416.595	0.06114932
900	3205.718	3621.093	-415.375	0.06039746
1000	3231.25	3638.184	-406.9339	0.06428469
