Iteration	Posterior	Likelihood	Prior	sigma
0	-1911.873	-1507.82	-404.0533	1.42341
100	342.9022	751.4559	-408.5537	0.4200089
200	1139.826	1551.263	-411.4376	0.2123419
300	-23087.51	-22672.08	-415.4347	0.03045206
400	-9549.066	-9136.058	-413.008	55.36579
500	-1000.052	-591.4987	-408.5536	0.7856636
600	-93.24439	322.0564	-415.3008	0.4126554
700	-9743.489	-9332.897	-410.5915	62.07195
800	-344.315	67.7766	-412.0916	0.5793048
900	-33853.25	-33446.15	-407.0991	0.05074847
1000	-2612.718	-2208.757	-403.961	1.996134
