Iteration	Posterior	Likelihood	Prior	sigma
0	4049.412	4437.346	-387.9348	0.05522719
100	4140.388	4519.707	-379.3185	0.05735882
200	4156.405	4536.347	-379.9426	0.05658672
300	4121.431	4502.143	-380.7123	0.05698071
400	4151.069	4531.643	-380.5741	0.05639055
500	4170.834	4546.22	-375.3862	0.06140678
600	4052.909	4434.133	-381.225	0.05816517
700	4066.154	4449.72	-383.5666	0.05560961
800	4063.255	4444.939	-381.6838	0.05914712
900	4090.91	4472.254	-381.3447	0.06022577
1000	4093.361	4471.334	-377.973	0.05926346
