Iteration	Posterior	Likelihood	Prior	sigma
0	1562.482	1973.217	-410.7351	0.1186864
100	1528.224	1932.883	-404.6592	0.1714176
200	1077.532	1493.132	-415.6	0.167191
300	848.6306	1263.975	-415.3439	0.2793843
400	677.4853	1088.882	-411.3965	0.1376896
500	1754.593	2158.783	-404.1897	0.1720826
600	685.9812	1098.055	-412.0735	0.1037443
700	662.7014	1072.174	-409.4721	0.3365452
800	919.9896	1329.796	-409.8065	0.2623249
900	1234.383	1643.861	-409.4787	0.09329825
1000	1614.107	2018.86	-404.7536	0.1515331
