Iteration	Posterior	Likelihood	Prior	sigma
0	4343.542	4712.919	-369.3775	0.06364636
100	4352.012	4724.612	-372.5996	0.05840345
200	4351.797	4721.948	-370.1507	0.06277939
300	4355.471	4726.949	-371.4782	0.05730344
400	4358.474	4729.91	-371.436	0.06006277
500	4359.665	4733.351	-373.6852	0.05677981
600	4356.479	4726.509	-370.0295	0.06382657
700	4353.732	4725.219	-371.4874	0.06120055
800	4340.324	4711.834	-371.5094	0.06007616
900	4356.635	4726.889	-370.2538	0.06300499
1000	4360.425	4730.891	-370.466	0.060827
