Iteration	Posterior	Likelihood	Prior	sigma
0	3668.078	4065.92	-397.8415	0.05400896
100	3679.436	4082.113	-402.6774	0.05347088
200	3705.152	4104.628	-399.4761	0.05502586
300	3671.503	4074.817	-403.314	0.05468966
400	3663.99	4067.913	-403.9232	0.05297235
500	3605.021	4009.86	-404.8395	0.05550654
600	3539.239	3946.58	-407.3409	0.05554938
700	3557.872	3960.878	-403.0054	0.05845393
800	3550.389	3953.415	-403.026	0.05741097
900	3624.737	4017.021	-392.284	0.06525307
1000	3582.805	3984.559	-401.7544	0.05492412
