Iteration	Posterior	Likelihood	Prior	sigma
0	1201.464	1601.076	-399.6116	0.1814422
100	1455.006	1860.126	-405.1198	0.1090527
200	1594.593	2001.436	-406.8428	0.1713403
300	1291.971	1694.819	-402.8478	0.1595061
400	1477.782	1886.667	-408.8854	0.1495672
500	1611.887	2029.238	-417.3511	0.1528212
600	1294.005	1710.036	-416.0305	0.172706
700	1711.403	2118.025	-406.6216	0.1556112
800	1350.433	1761.877	-411.4438	0.1387489
900	1630.038	2038.532	-408.4943	0.1248279
1000	1477.899	1884.915	-407.0164	0.136151
