Iteration	Posterior	Likelihood	Prior	sigma
0	3407.139	3813.533	-406.3942	0.0605594
100	3365.325	3776.925	-411.5999	0.05911263
200	3451.222	3860.362	-409.1393	0.05782682
300	3382.074	3785.794	-403.7208	0.06392116
400	3396.601	3803.954	-407.353	0.06315479
500	3473.778	3888.803	-415.0247	0.05651524
600	3428.631	3839.713	-411.0812	0.05556525
700	3445.586	3851.949	-406.3623	0.05810131
800	3459.865	3867.671	-407.8056	0.05763915
900	3482.186	3890.768	-408.5825	0.0574364
1000	3436.195	3835.963	-399.7678	0.06417552
