Iteration	Posterior	Likelihood	Prior	sigma
0	1600.714	2016.116	-415.4024	0.1466295
100	1525.652	1940.785	-415.1333	0.1342281
200	1722.406	2132.014	-409.6081	0.1309269
300	1744.663	2163.494	-418.8317	0.1266666
400	1708.63	2130.306	-421.6765	0.1418626
500	1810.962	2223.294	-412.3314	0.1369281
600	1593.394	2004.268	-410.8742	0.1327044
700	1811.911	2233.314	-421.4037	0.1435569
800	1510.881	1924.102	-413.2213	0.1526331
900	1761.701	2178.476	-416.7753	0.1256149
1000	1647.911	2066.409	-418.4989	0.152496
