Iteration	Posterior	Likelihood	Prior	sigma
0	666.0355	1074.133	-408.0977	0.1327753
100	-843.9112	-432.1891	-411.7221	0.7407795
200	-5196.666	-4785.976	-410.6901	6.599485
300	1174.033	1579.544	-405.5111	0.2307285
400	778.1459	1182.086	-403.9404	0.2167191
500	298.7494	714.408	-415.6586	0.3940727
600	1260.542	1672.499	-411.9566	0.1798877
700	176.7535	590.2238	-413.4703	0.1826727
800	1044.105	1451.332	-407.2265	0.2626864
900	-4964.297	-4549.775	-414.5213	5.625127
1000	-137.3744	274.5023	-411.8766	0.50806
