Iteration	Posterior	Likelihood	Prior	sigma
0	2098.538	2516.242	-417.7037	0.1129257
100	2227.219	2641.895	-414.6761	0.08870602
200	2146.961	2569.574	-422.6133	0.09990548
300	2268.812	2687.828	-419.0153	0.09810072
400	2154.091	2576.884	-422.7931	0.1018224
500	2229.115	2640.493	-411.3781	0.09315073
600	2214.473	2620.024	-405.5513	0.102124
700	2271.802	2687.25	-415.4479	0.08129254
800	2283.296	2691.14	-407.8445	0.1024135
900	2217.883	2625.666	-407.7834	0.1094157
1000	2186.97	2603.669	-416.699	0.09377763
