Iteration	Posterior	Likelihood	Prior	sigma
0	1947.998	2367.197	-419.1982	0.09570232
100	1776.219	2185.433	-409.2146	0.1402963
200	1960.883	2376.157	-415.2733	0.1289481
300	1581.758	1994.945	-413.1871	0.1571436
400	1792.178	2202.046	-409.8683	0.1131762
500	1742.486	2157.953	-415.4669	0.1221351
600	2000.079	2420.317	-420.2375	0.108656
700	1924.805	2344.083	-419.2785	0.09880491
800	1862.091	2279.89	-417.7989	0.1217549
900	1691.619	2097.174	-405.5542	0.1428644
1000	1682.049	2092.223	-410.1744	0.1534898
