Iteration	Posterior	Likelihood	Prior	sigma
0	4227.997	4607.509	-379.5116	0.05648979
100	4241.393	4619.505	-378.1124	0.05782892
200	4188.195	4567.725	-379.5296	0.05437459
300	4180.259	4563.076	-382.8162	0.05300651
400	4185.373	4564.918	-379.5452	0.05726663
500	4173.756	4551.794	-378.038	0.05826375
600	4166.07	4549.673	-383.6029	0.05250182
700	4182.565	4563.231	-380.6666	0.05335111
800	4209.763	4586.072	-376.3089	0.0574775
900	4204.1	4583.612	-379.5125	0.05609072
1000	4214.081	4594.323	-380.2418	0.05465537
