Iteration	Posterior	Likelihood	Prior	sigma
0	3966.262	4354.659	-388.3967	0.05530661
100	3962.885	4350.153	-387.268	0.05410541
200	3955.596	4346.623	-391.0269	0.05254022
300	3915.597	4308.259	-392.6611	0.05385295
400	3968.064	4356.551	-388.4864	0.05639388
500	3969.263	4357.904	-388.641	0.05573289
600	3953.888	4342.643	-388.7553	0.05548658
700	3986.748	4375.457	-388.7099	0.05504024
800	3973.339	4363.2	-389.8611	0.05300546
900	3919.794	4310.634	-390.8398	0.05369997
1000	3888.946	4281.989	-393.0425	0.05387212
