Iteration	Posterior	Likelihood	Prior	sigma
0	1408.477	1824.409	-415.9317	0.1481297
100	1623.596	2032.019	-408.4229	0.1293882
200	1520.335	1929.278	-408.9427	0.1775753
300	890.0241	1307.177	-417.1531	0.2616614
400	1483.704	1902.258	-418.5539	0.1591424
500	1482.826	1895.762	-412.9359	0.1642801
600	786.424	1195.095	-408.6712	0.1012084
700	942.1965	1358.97	-416.7739	0.2752386
800	297.2574	710.9673	-413.7099	0.1286947
900	247.4082	661.6694	-414.2612	0.1111245
1000	830.3714	1248.937	-418.5652	0.2804845
