Iteration	Posterior	Likelihood	Prior	sigma
0	-160.1117	241.6612	-401.7729	0.1159689
100	-37.22243	382.8998	-420.1222	0.0904733
200	-6394.822	-5981.612	-413.2105	11.52329
300	1410.419	1825.998	-415.5785	0.1753019
400	384.0986	795.8245	-411.7259	0.3828922
500	-1947.928	-1533.73	-414.1989	1.290144
600	279.4939	688.7886	-409.2947	0.4208731
700	1319.172	1721.923	-402.7513	0.1859715
800	715.9179	1128.865	-412.9472	0.1984123
900	-2076.928	-1663.783	-413.1449	1.42548
1000	507.1424	916.055	-408.9127	0.3571141
