Iteration	Posterior	Likelihood	Prior	sigma
0	3073.676	3484.034	-410.3588	0.07508555
100	3074.495	3491.294	-416.7995	0.06091778
200	3110.286	3525.282	-414.9956	0.0674962
300	3012.684	3424.146	-411.4624	0.06760102
400	3005.369	3418.091	-412.7212	0.06599117
500	3093.485	3506.184	-412.6996	0.06906526
600	2972.317	3385.174	-412.8572	0.0718356
700	3090.039	3512.504	-422.4657	0.05737284
800	3138.04	3553.672	-415.6317	0.06269969
900	3139.434	3547.314	-407.8793	0.0679625
1000	3185.461	3596.868	-411.4066	0.06440143
