Iteration	Posterior	Likelihood	Prior	sigma
0	-30778.56	-30357.79	-420.7665	0.03304285
100	-2630.624	-2218.253	-412.3709	1.859144
200	-4768.914	-4356.043	-412.8702	5.295274
300	-3793.396	-3384.281	-409.1142	0.09852091
400	-10207.91	-9796.58	-411.3346	77.17293
500	-4218.104	-3816.26	-401.8441	4.206894
600	-3782.449	-3375.46	-406.9882	3.421433
700	135.3552	541.2922	-405.937	0.2107331
800	-4761.235	-4352.849	-408.3866	5.450294
900	1066.915	1473.459	-406.5441	0.2631185
1000	692.6109	1099.352	-406.7408	0.1170985
