Iteration	Posterior	Likelihood	Prior	sigma
0	4276.338	4651.881	-375.5433	0.05728391
100	4288.171	4665.514	-377.3428	0.05450548
200	4278.073	4653.886	-375.8125	0.05660367
300	4248.639	4625.313	-376.6742	0.06096607
400	4290.952	4663.267	-372.3142	0.06177156
500	4290.102	4665.907	-375.8043	0.05670551
600	4291.814	4666.138	-374.3241	0.05819794
700	4268.225	4643.834	-375.6097	0.05715077
800	4273.183	4646.809	-373.6255	0.05819052
900	4256.824	4631.146	-374.3218	0.05952308
1000	4261.804	4635.908	-374.1044	0.06249577
