Iteration	Posterior	Likelihood	Prior	sigma
0	1314.859	1728.711	-413.8519	0.1696643
100	1157.994	1565.239	-407.2448	0.2169122
200	1571.776	1984.05	-412.2749	0.1577312
300	1523.021	1933.163	-410.1421	0.1779581
400	1398.667	1804.333	-405.6661	0.1478552
500	1330.65	1740.835	-410.1847	0.2069881
600	1645.087	2050.705	-405.6173	0.1535176
700	1014.368	1425.129	-410.7607	0.1423227
800	1410.173	1814.824	-404.6512	0.1353318
900	1603.268	2013.355	-410.0874	0.1415773
1000	1385.595	1799.715	-414.1197	0.1269378
