Iteration	Posterior	Likelihood	Prior	sigma
0	6.000913	418.5395	-412.5385	0.4370401
100	837.5781	1243.177	-405.5989	0.3170238
200	1366.567	1780.139	-413.5723	0.1824837
300	783.4405	1189.67	-406.2298	0.2069188
400	-2268.842	-1856.723	-412.1191	1.487266
500	930.4968	1335.333	-404.8363	0.1783473
600	-8942.453	-8533.973	-408.48	42.50254
700	-4834.174	-4421.948	-412.2268	5.345841
800	523.7834	937.1183	-413.3348	0.1038841
900	362.9356	777.1571	-414.2215	0.221373
1000	456.253	863.1993	-406.9464	0.3881409
