Iteration	Posterior	Likelihood	Prior	sigma
0	2393.254	2816.455	-423.2013	0.08441056
100	2381.263	2802.049	-420.7861	0.08517121
200	2217.667	2628.57	-410.9029	0.1058488
300	2402.897	2817.538	-414.6411	0.09754975
400	2332.383	2750.306	-417.9226	0.1040794
500	2426.063	2849.593	-423.5294	0.08513616
600	2430.349	2846.42	-416.0705	0.08782087
700	2331.933	2742.201	-410.2687	0.09628654
800	2225.245	2638.081	-412.8367	0.08976218
900	2221.931	2638.469	-416.5381	0.1119221
1000	2363.01	2786.012	-423.0015	0.07881395
