Iteration	Posterior	Likelihood	Prior	sigma
0	4307.439	4681.693	-374.2547	0.05953527
100	4315.695	4688.676	-372.9817	0.05800201
200	4284.608	4658.979	-374.3705	0.05656759
300	4338.696	4709.951	-371.2554	0.0599228
400	4310.355	4683.425	-373.0703	0.05899604
500	4312.543	4686.223	-373.6799	0.05815486
600	4296.576	4668.98	-372.4036	0.05939357
700	4312.962	4684.807	-371.8449	0.05882299
800	4289.376	4662.466	-373.0905	0.06226786
900	4298.689	4672.687	-373.9981	0.05848225
1000	4282.324	4655.343	-373.0188	0.05904489
