Iteration	Posterior	Likelihood	Prior	sigma
0	1989.714	2403.241	-413.5268	0.1256745
100	2082.594	2501.931	-419.3368	0.1032819
200	2331.482	2748.237	-416.7547	0.09931924
300	2182.083	2595.976	-413.8934	0.100775
400	2147.313	2561.883	-414.5702	0.1048405
500	2109.266	2530.525	-421.2592	0.1074584
600	2014.174	2430.375	-416.2009	0.1131669
700	1900.893	2317.518	-416.6246	0.1302396
800	1940.674	2344.462	-403.7871	0.1164044
900	1991.869	2409.227	-417.3581	0.1048397
1000	2038.545	2448.395	-409.8501	0.1102805
