Iteration	Posterior	Likelihood	Prior	sigma
0	-5910.992	-5505.212	-405.7805	9.769812
100	905.4029	1310.279	-404.8757	0.2844718
200	941.8909	1350.791	-408.8997	0.1787795
300	1706.702	2115.027	-408.3254	0.1353651
400	859.3812	1276.075	-416.6936	0.120172
500	392.6704	811.9685	-419.2981	0.3619448
600	-2330.992	-1923.569	-407.423	1.630037
700	-5102.466	-4695.869	-406.597	6.596296
800	1479.335	1883.654	-404.3197	0.1696877
900	-5498.624	-5087.687	-410.9377	7.429455
1000	-944.8816	-530.6197	-414.2619	0.7814457
