Iteration	Posterior	Likelihood	Prior	sigma
0	355.7703	770.0805	-414.3101	0.386487
100	-2510.275	-2089.688	-420.5869	0.06763951
200	-25.0923	394.6918	-419.7842	0.1621412
300	-3545.755	-3139.755	-406.0005	3.141874
400	-277.8106	125.7115	-403.5221	0.5638268
500	-4218.183	-3807.892	-410.2909	4.034773
600	135.1515	544.8657	-409.7142	0.158924
700	-951.8643	-543.339	-408.5253	0.7841737
800	-116.0497	296.1473	-412.197	0.08013536
900	-3445.024	-3040.995	-404.0297	2.904502
1000	-1322.162	-912.1634	-409.9983	0.7575732
