Iteration	Posterior	Likelihood	Prior	sigma
0	-4129.303	-3730.192	-399.1111	4.280566
100	-1246.14	-835.5572	-410.5824	0.7770894
200	-35362.63	-34951.24	-411.3859	0.03576185
300	618.9792	1035.613	-416.634	0.2726831
400	-1968.186	-1557.759	-410.4271	0.1345888
500	-4244.872	-3832.996	-411.8763	0.112059
600	-2064.486	-1658.767	-405.7192	1.493432
700	1461.395	1870.173	-408.7778	0.1104157
800	-6916.53	-6504.05	-412.48	14.5609
900	-4267.009	-3856.636	-410.3734	4.170852
1000	627.1717	1052.674	-425.5026	0.1349806
