Iteration	Posterior	Likelihood	Prior	sigma
0	1003.26	1416.674	-413.4141	0.2588047
100	-665.3884	-264.869	-400.5194	0.7678164
200	-286.1934	121.6035	-407.7969	0.5824861
300	1194.294	1609.078	-414.7839	0.1631776
400	547.3173	958.0687	-410.7514	0.3489137
500	434.2681	844.1874	-409.9193	0.3588123
600	1293.196	1705.659	-412.4625	0.1524657
700	1206.058	1622.335	-416.2771	0.110219
800	125.8729	539.445	-413.5721	0.1029821
900	1097.689	1508.774	-411.0844	0.2389936
1000	395.2302	809.277	-414.0469	0.3811462
