Iteration	Posterior	Likelihood	Prior	sigma
0	3354.572	3760.529	-405.9567	0.06233854
100	3407.969	3816.486	-408.5173	0.06099937
200	3307.2	3719.366	-412.1655	0.061819
300	3255.011	3666.389	-411.3778	0.06283574
400	3315.184	3726.816	-411.6323	0.05988954
500	3208.327	3619.218	-410.8905	0.06178495
600	3278.34	3686.523	-408.1827	0.06512111
700	3223.392	3634.304	-410.912	0.06080312
800	3301.39	3708.928	-407.5375	0.06153495
900	3356.875	3767.742	-410.8677	0.05464878
1000	3349.523	3761.63	-412.1065	0.05784673
