Iteration	Posterior	Likelihood	Prior	sigma
0	4331.814	4705.117	-373.3029	0.06068056
100	4343.23	4716.683	-373.4538	0.05831002
200	4340.143	4713.554	-373.411	0.0589212
300	4332.787	4705.594	-372.8066	0.05916234
400	4330.086	4703.104	-373.0176	0.05957323
500	4313.65	4686.304	-372.6543	0.05915718
600	4314.656	4687.176	-372.5196	0.05965824
700	4334.241	4707.514	-373.2723	0.05921994
800	4344.27	4714.07	-369.7999	0.06076238
900	4345.01	4718.618	-373.6082	0.05817682
1000	4343.296	4715.074	-371.7781	0.06114891
