Iteration	Posterior	Likelihood	Prior	sigma
0	3737.187	4134.236	-397.0494	0.05453711
100	3808.884	4202.839	-393.9544	0.05423935
200	3777.973	4174.732	-396.759	0.05733776
300	3797.327	4192.675	-395.3486	0.05341373
400	3755.226	4153.094	-397.8685	0.0539155
500	3709.695	4112.192	-402.4966	0.05524402
600	3797.207	4194.332	-397.1252	0.05101027
700	3789.835	4184.565	-394.7302	0.05694863
800	3824.565	4223.061	-398.496	0.05192832
900	3794	4189.212	-395.2116	0.05370668
1000	3831.929	4227.973	-396.0445	0.05642262
