Iteration	Posterior	Likelihood	Prior	sigma
0	2758.932	3170.338	-411.4059	0.07711821
100	2709.95	3121.708	-411.7586	0.08320084
200	2597.419	3010.096	-412.6772	0.08593418
300	2485.354	2900.327	-414.973	0.08653502
400	2532.25	2943.764	-411.5132	0.08327209
500	2495.35	2907.753	-412.4022	0.08747272
600	2541.479	2959.258	-417.7786	0.07837878
700	2495.068	2910.627	-415.5589	0.0867742
800	2500.633	2917.51	-416.877	0.08528632
900	2483.003	2898.412	-415.4088	0.09349997
1000	2631.818	3042.657	-410.8389	0.08470891
