Iteration	Posterior	Likelihood	Prior	sigma
0	730.3044	1143.519	-413.2146	0.2564782
100	337.5622	756.7249	-419.1627	0.2643279
200	1266.405	1678.727	-412.3224	0.1135897
300	1265.219	1680.779	-415.5603	0.1028403
400	229.3108	644.0893	-414.7785	0.3892154
500	-586.4018	-171.0984	-415.3033	0.6034916
600	1411.084	1824.962	-413.8788	0.1318609
700	1001.254	1413.346	-412.0921	0.2269964
800	1667.974	2080.913	-412.939	0.1527699
900	1030.196	1444.57	-414.3739	0.2086047
1000	1389.439	1798.42	-408.9802	0.1585067
