Iteration	Posterior	Likelihood	Prior	sigma
0	1765.384	2174.594	-409.2099	0.1260867
100	1855.505	2269.645	-414.1403	0.1341313
200	1513.892	1919.086	-405.1939	0.1687293
300	1795.612	2209.899	-414.2867	0.1431361
400	1714.626	2125.712	-411.086	0.1382744
500	1702.639	2114.844	-412.2054	0.1243866
600	2029.523	2446.849	-417.3261	0.1054011
700	1918.383	2336.556	-418.1733	0.1015055
800	1286.943	1699.27	-412.3264	0.1769562
900	1463.901	1867.217	-403.316	0.1279926
1000	1828.029	2252.571	-424.5414	0.1167724
