Iteration	Posterior	Likelihood	Prior	sigma
0	-7984.301	-7566.25	-418.0509	23.48614
100	-9637.122	-9226.288	-410.8334	0.04403821
200	656.8166	1067.444	-410.6275	0.2715771
300	26.65926	438.7222	-412.0629	0.4730246
400	-4615.744	-4199.095	-416.6494	4.633858
500	-2779.05	-2370.475	-408.5752	2.068468
600	-3274.955	-2867.082	-407.8734	2.668558
700	-2883.853	-2473.635	-410.2179	2.167243
800	238.6835	643.3612	-404.6778	0.4601299
900	-2486.072	-2082.927	-403.1457	1.875201
1000	38.75132	443.4206	-404.6693	0.4347324
