Iteration	Posterior	Likelihood	Prior	sigma
0	1976.208	2392.161	-415.9539	0.1099445
100	1917.058	2333.239	-416.181	0.1198014
200	1938.464	2354.774	-416.3102	0.1041353
300	2028.679	2444.648	-415.9685	0.09934405
400	1982.812	2404.736	-421.9239	0.1166204
500	1957.029	2376.525	-419.496	0.1101739
600	2076.075	2501.081	-425.0058	0.09455642
700	1863.333	2284.227	-420.8938	0.104696
800	1996.254	2414.064	-417.8102	0.1074987
900	1982.1	2404.538	-422.4381	0.1002554
1000	2048.282	2461.793	-413.5103	0.105341
