Iteration	Posterior	Likelihood	Prior	sigma
0	1968.209	2383.366	-415.1567	0.1123591
100	1932.702	2344.147	-411.4448	0.1154794
200	2029.505	2446.651	-417.1461	0.1052197
300	2211.599	2627.478	-415.8792	0.1090823
400	2016.283	2435.737	-419.454	0.1100229
500	2070.561	2490.523	-419.9619	0.1105014
600	1978.173	2389.564	-411.3912	0.1090568
700	1858.247	2273.779	-415.5318	0.1246951
800	1979.377	2393.087	-413.71	0.1181603
900	1819.558	2232.627	-413.0684	0.08903461
1000	1826.57	2243.852	-417.2818	0.1424947
