Iteration	Posterior	Likelihood	Prior	sigma
0	-3134.417	-2716.413	-418.0038	2.229916
100	-3389.941	-2983.004	-406.9368	2.893299
200	-116.096	294.5795	-410.6755	0.4459036
300	-7304.506	-6891.146	-413.3595	18.59182
400	-2943.703	-2537.515	-406.1875	2.261672
500	-6034.695	-5630.997	-403.6972	10.40597
600	-335.3124	76.8285	-412.1409	0.575558
700	157.4545	567.7587	-410.3043	0.3707751
800	-4667.492	-4256.213	-411.2786	5.018717
900	-6741.649	-6332.765	-408.8839	14.13822
1000	-22601.85	-22188.95	-412.8984	0.02889009
