Iteration	Posterior	Likelihood	Prior	sigma
0	4031.952	4417.241	-385.2897	0.05365665
100	3934.195	4327.597	-393.4016	0.05392834
200	4009.025	4397.811	-388.7857	0.05153623
300	4062.438	4448.411	-385.973	0.05331812
400	4044.824	4431.976	-387.1514	0.05449086
500	4004.769	4394.623	-389.8535	0.05248529
600	4031.768	4417.474	-385.7053	0.05820632
700	4003.412	4393.298	-389.8857	0.05136839
800	3975.163	4362.671	-387.5083	0.05737935
900	3975.657	4361.076	-385.4189	0.05964995
1000	4021.432	4407.23	-385.7972	0.05503825
