Iteration	Posterior	Likelihood	Prior	sigma
0	4213.947	4590.824	-376.8768	0.05580606
100	4179.386	4559.779	-380.3929	0.05409928
200	4193.734	4573.294	-379.5594	0.05427557
300	4164.13	4545.519	-381.3885	0.05431113
400	4181.624	4561.47	-379.8461	0.05653057
500	4204.396	4583.134	-378.738	0.05601095
600	4164.315	4543.033	-378.7182	0.05771531
700	4199.168	4576.898	-377.73	0.05785058
800	4144.946	4525.567	-380.6212	0.05587107
900	4165.425	4542.954	-377.529	0.05812798
1000	4183.946	4562.528	-378.5823	0.0567613
