Iteration	Posterior	Likelihood	Prior	sigma
0	3739.262	4136.151	-396.8893	0.05596651
100	3780.676	4176.32	-395.644	0.05547401
200	3798.683	4197.857	-399.1738	0.05224833
300	3807.878	4200.784	-392.9061	0.05744819
400	3808.012	4202.9	-394.888	0.05360658
500	3868.346	4260.332	-391.9865	0.05718034
600	3841.785	4234.383	-392.5978	0.05373858
700	3855.572	4246.079	-390.5073	0.05389645
800	3907.247	4300.717	-393.4705	0.05525091
900	3944.25	4334.467	-390.2169	0.05581768
1000	3894.807	4287.43	-392.6229	0.05242457
