Iteration	Posterior	Likelihood	Prior	sigma
0	1164.566	1569.998	-405.4322	0.160978
100	1040.206	1457.307	-417.101	0.2578208
200	958.3563	1363.544	-405.1882	0.1138415
300	1178.395	1583.058	-404.6629	0.1274998
400	1297.37	1712.786	-415.4165	0.2083836
500	1367.996	1776.866	-408.8699	0.2011269
600	1352.687	1763.582	-410.8953	0.1444654
700	1581.879	1997.972	-416.0922	0.1610243
800	1396.723	1808.487	-411.7641	0.1843761
900	1263.252	1674.089	-410.8363	0.2063157
1000	1540.398	1949.398	-408.9994	0.1330873
