Iteration	Posterior	Likelihood	Prior	sigma
0	1804.347	2206.186	-401.8381	0.1432994
100	1728.398	2142.518	-414.1193	0.1043832
200	1537.59	1950.603	-413.0135	0.1318398
300	1696.604	2100.683	-404.0784	0.1573269
400	1784.444	2195.353	-410.9096	0.1430555
500	1630.254	2040.993	-410.7389	0.1221698
600	1657.349	2068.38	-411.0316	0.1330272
700	1585.005	1998.853	-413.8482	0.1343245
800	1552.89	1963.909	-411.0187	0.1495962
900	1768.995	2182.64	-413.6451	0.1138156
1000	1690.245	2097.329	-407.0841	0.1133064
