Iteration	Posterior	Likelihood	Prior	sigma
0	3724.518	4127.214	-402.6969	0.05345241
100	3648.917	4047.585	-398.6678	0.05597023
200	3657.547	4057.414	-399.8665	0.05570176
300	3695.745	4093.282	-397.537	0.05756827
400	3593.571	3995.576	-402.0051	0.05792674
500	3615.582	4019.75	-404.1684	0.05537352
600	3580.761	3982.407	-401.646	0.06130607
700	3527.985	3929.042	-401.0573	0.0613466
800	3556.808	3959.123	-402.3149	0.05571804
900	3681.951	4079.051	-397.0998	0.057073
1000	3704.306	4101.935	-397.6281	0.0532771
