Iteration	Posterior	Likelihood	Prior	sigma
0	-2182.138	-1772.668	-409.4696	1.522143
100	1455.83	1866.189	-410.3591	0.1159294
200	-3395.384	-2981.641	-413.7431	2.768677
300	-2495.156	-2076.64	-418.5159	1.665748
400	-2923.192	-2515.99	-407.2018	2.21764
500	-5481.17	-5071.744	-409.4262	7.855601
600	-2054.43	-1646.804	-407.626	1.426928
700	-3561.86	-3151.228	-410.6324	2.922845
800	-435.6038	-35.26072	-400.3431	0.6693145
900	-3198.605	-2787.04	-411.565	2.462305
1000	-3099.674	-2688.179	-411.4945	2.285902
