Iteration	Posterior	Likelihood	Prior	sigma
0	-7885.009	-7442.378	-442.6309	0.09254863
100	-8077.192	-7622.047	-455.1448	0.0998943
200	-6132.331	-5687.344	-444.987	0.09917533
300	-9266.728	-8833.413	-433.3152	0.09636278
400	-7692.291	-7239.913	-452.3783	0.09762036
500	-6987.914	-6548.059	-439.8543	0.09993696
600	-5092.145	-4638.719	-453.4255	0.09704382
700	-7518.965	-7087.918	-431.0477	0.09870175
800	-9544.977	-9104.561	-440.4162	0.09697612
900	-8127.616	-7684.775	-442.8411	0.09754172
1000	-8665.504	-8224.712	-440.7922	0.09124515
