Iteration	Posterior	Likelihood	Prior	sigma
0	-1819.678	-1370.547	-449.1303	0.08469519
100	-1541.912	-1082.718	-459.1949	0.0922912
200	-1464.781	-1016.475	-448.3063	0.09706937
300	-1212.742	-770.7301	-442.0117	0.09554617
400	-1171.35	-695.6901	-475.6598	0.09772579
500	-1541.018	-1061.465	-479.5536	0.0984141
600	-1006.063	-542.4969	-463.5658	0.09592303
700	-1325.461	-882.8322	-442.6285	0.09747266
800	-761.8334	-293.2295	-468.6038	0.09432264
900	-715.1721	-222.0488	-493.1233	0.09989372
1000	-1528.706	-1063.749	-464.9572	0.0930337
