Iteration	Posterior	Likelihood	Prior	sigma
0	-20502.19	-20038.56	-463.6333	0.07699864
100	-58526.91	-58090.69	-436.2153	0.05015989
200	-19038.67	-18589.85	-448.8159	0.09269629
300	-54091.35	-53654.9	-436.4438	0.05458299
400	-16624.26	-16169.91	-454.3414	0.07342568
500	-9078.773	-8629.678	-449.0951	0.09690323
600	-14440.06	-14003.43	-436.6313	0.07800265
700	-33215.4	-32746.74	-468.6626	0.08801069
800	-10231.26	-9786.264	-444.9997	0.08599356
900	-81963.14	-81521.88	-441.2574	0.07336928
1000	-17407.71	-16952.16	-455.5442	0.06987773
