Iteration	Posterior	Likelihood	Prior	sigma
0	-347.8781	123.8038	-471.6819	0.09856499
100	-361.0906	109.4951	-470.5857	0.09815724
200	-356.2227	111.8277	-468.0504	0.09783784
300	-379.2379	101.1651	-480.403	0.09609967
400	-376.6824	88.7642	-465.4466	0.0961264
500	-345.0133	107.1043	-452.1176	0.09966287
600	-384.699	98.43135	-483.1304	0.09958847
700	-377.5226	97.92302	-475.4456	0.0928976
800	-352.1764	116.0469	-468.2233	0.09774095
900	-350.6581	105.933	-456.5912	0.09950123
1000	-358.8436	120.47	-479.3136	0.09954177
