Iteration	Posterior	Likelihood	Prior	sigma
0	-430.2691	64.89053	-495.1596	0.09252185
100	-410.2787	67.2546	-477.5333	0.09960102
200	-402.1766	61.35093	-463.5275	0.09244924
300	-416.0973	70.01274	-486.11	0.09808885
400	-402.7299	71.29297	-474.0229	0.09769072
500	-411.9093	72.75066	-484.66	0.09794397
600	-446.1382	40.63332	-486.7715	0.09836186
700	-422.8662	54.30053	-477.1668	0.09984236
800	-413.4776	60.8299	-474.3075	0.09863658
900	-391.5418	67.20866	-458.7505	0.09020748
1000	-394.892	62.03797	-456.93	0.09964565
