Iteration	Posterior	Likelihood	Prior	sigma
0	-22653.16	-22204.32	-448.8376	0.07317631
100	-10360.26	-9920.354	-439.9046	0.09862583
200	-10120.84	-9689.385	-431.4563	0.09630406
300	-9615.554	-9170.78	-444.774	0.09922992
400	-10315.08	-9863.161	-451.9226	0.09491111
500	-7045.984	-6607.535	-438.4497	0.0996723
600	-8539.981	-8101.661	-438.3203	0.08939916
700	-9589.509	-9135.503	-454.0057	0.09833634
800	-7680.657	-7220.95	-459.7075	0.08845133
900	-10091.19	-9637.519	-453.6689	0.0906968
1000	-9302.758	-8865.846	-436.9124	0.09301106
